family,subfamily,tribe,genus.group,subgenus,genus.species
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles njombiensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles notanandai
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles notleyi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles novaguinensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles oreios
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles ovengensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pallidus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles paltrinierii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pampanai
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles parangensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles parensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pattoni
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pauliani
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pharoensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles philippinensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pretoriensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pseudojamesi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pseudosundaicus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pseudowillmori
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pujutensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles pulcherrimus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles punctulatus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles quadriannulatus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles radama
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rageaui
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rampae
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles ranci
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles recens
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rennellensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rhodesiensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles riparis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rivulorum
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rodhaini
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles roubaudi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles ruarinus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles rufipes
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles salbaii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles saungi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles sawadwongporni
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles scanloni
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles schueffneri
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles schwetzi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles seretsei
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles sergentii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles seydeli
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles smithii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles solomonis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles somalicus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles splendidus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles squamosus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles stephensi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles stookesi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles subpictus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles sulawesi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles sundaicus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles superpictus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles swahilicus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles takasagoensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles tchekedii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles tessellatus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles theileri
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles theobaldi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles torresiensis
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles turkhudi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles vagus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles vaneedeni
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles vanhoofi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles varuna
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles vernus
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles vinckei
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles walravensi
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles watsonii
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles wellcomei
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles willmori
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles wilsoni
Culicidae,Anophelinae,None,Anopheles,AnophelesCellia,Anopheles yaeyamaensis
Culicidae,Anophelinae,None,Anopheles,AnophelesChristya,Anopheles implexus
Culicidae,Anophelinae,None,Anopheles,AnophelesChristya,Anopheles okuensis
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles auyantepuiensis
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles bambusicola
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles bellator
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles boliviensis
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles cruzii
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles gonzalezrinconesi
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles homunculus
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles laneanus
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles lepidotus
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles neivai
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles pholidotus
Culicidae,Anophelinae,None,Anopheles,AnophelesKerteszia,Anopheles rollai
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles gilesi
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles gomezdelatorrei
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles oiketorakras
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles pseudotibiamaculatus
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles squamifemur
Culicidae,Anophelinae,None,Anopheles,AnophelesLophopodomyia,Anopheles vargasi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles albertoi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles albimanus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles albitarsis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles anomalophyllus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles antunesi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles aquasalis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles argyritarsis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles arthuri
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles atacamensis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles benarrochi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles braziliensis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles darlingi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles deaneorum
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles dunhami
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles evansae
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles galvaoi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles goeldii
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles guarani
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles halophylus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles ininii
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles janconnae
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles konderi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles lanei
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles lutzii
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles marajoara
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles nigritarsis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles nuneztovari
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles oryzalimnetes
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles oswaldoi
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles parvus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles pictipennis
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles pristinus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles rangeli
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles rondoni
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles sanctielii
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles sawyeri
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles striatus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles strodei
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles triannulatus
Culicidae,Anophelinae,None,Anopheles,AnophelesNyssorhynchus,Anopheles trinkae
Culicidae,Anophelinae,None,Anopheles,AnophelesStethomyia,Anopheles acanthotorynus
Culicidae,Anophelinae,None,Anopheles,AnophelesStethomyia,Anopheles canorii
Culicidae,Anophelinae,None,Anopheles,AnophelesStethomyia,Anopheles kompi
Culicidae,Anophelinae,None,Anopheles,AnophelesStethomyia,Anopheles nimbus
Culicidae,Anophelinae,None,Anopheles,AnophelesStethomyia,Anopheles thomasi
Culicidae,Anophelinae,None,Bironella,BironellaBironella,Bironella gracilis
Culicidae,Anophelinae,None,Bironella,BironellaBironella,Bironella simmondsi
Culicidae,Anophelinae,None,Bironella,BironellaBrugella,Bironella hollandi
Culicidae,Anophelinae,None,Bironella,BironellaBrugella,Bironella obscura
Culicidae,Anophelinae,None,Bironella,BironellaBrugella,Bironella travestita
Culicidae,Anophelinae,None,Bironella,BironellaNeobironella,Bironella confusa
Culicidae,Anophelinae,None,Bironella,BironellaNeobironella,Bironella derooki
Culicidae,Anophelinae,None,Bironella,BironellaNeobironella,Bironella papuae
Culicidae,Anophelinae,None,Chagasia,ChagasiaChagasia,Chagasia ablusa
Culicidae,Anophelinae,None,Chagasia,ChagasiaChagasia,Chagasia bathana
Culicidae,Anophelinae,None,Chagasia,ChagasiaChagasia,Chagasia bonneae
Culicidae,Anophelinae,None,Chagasia,ChagasiaChagasia,Chagasia fajardi
Culicidae,Anophelinae,None,Chagasia,ChagasiaChagasia,Chagasia rozeboomi
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia africana
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia catasticta
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia madagascarica
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia pauliani
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia squamipennis
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaAedeomyia,Aedeomyia venustipes
Culicidae,Culicinae,Aedeomyiini,Aedeomyia,AedeomyiaLepiothauma,Aedeomyia furfurea
Culicidae,Culicinae,Aedini,Aedes,AedesAcartomyia,Aedes zammitii
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes alexandrei
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes cinereus
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes dahuricus
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes dmitryi
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes esoensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes geminus
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes mubiensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes nataliae
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes rossicus
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes sasai
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes valeryi
Culicidae,Culicinae,Aedini,Aedes,AedesAedes,Aedes yamadai
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes abnormalis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes aerarius
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes africanus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes albodorsalis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes alboscutellatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes alboventralis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes argenteoscutellatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes bambiotai
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes bancoi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes bevisi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes caecus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes caliginosus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes centropunctatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes culicinus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes cumminisii
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes dalzieli
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes davidi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes dentatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes domesticus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes durbanensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes ebogoensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes eritreae
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes fisheri
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes fowleri
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes gibbinsi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes gouldi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes hirsutus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes holocinctus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes jamesi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes karooensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes leesoni
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes leptolabis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes leucarthrius
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes longiseta
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes lowisii
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes mansouri
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes masoalensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes mathioti
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes mattinglyi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes mediolineatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes natronius
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes nigricephalus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes nigrostriatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes oakleyi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes ochraceus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes ovazzai
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes pachyurus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes pallidostriatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes pampangensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes pipersalatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes pubescens
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes punctifemoris
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes quasiunivittatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes rickenbachi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes semlikiensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes senyavinensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes stenoetrus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes subdentatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes taeniatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes taeniorhynchoides
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes tauffliebi
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes tricholabis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes trimaculatus
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes trukensis
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes vexans
Culicidae,Culicinae,Aedini,Aedes,AedesAedimorphus,Aedes wigglesworthi
Culicidae,Culicinae,Aedini,Aedes,AedesAlanstonea,Aedes brevitibia
Culicidae,Culicinae,Aedini,Aedes,AedesAlanstonea,Aedes treubi
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes capensis
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes gilliesi
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes haworthi
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes kapretwae
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes kennethi
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes marshallii
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes ngong
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes stokesi
Culicidae,Culicinae,Aedini,Aedes,AedesAlbuginosus,Aedes teesdalei
Culicidae,Culicinae,Aedini,Aedes,AedesAyurakitia,Aedes griffithi
Culicidae,Culicinae,Aedini,Aedes,AedesAyurakitia,Aedes peytoni
Culicidae,Culicinae,Aedini,Aedes,AedesBelkinius,Aedes aurotaeniatus
Culicidae,Culicinae,Aedini,Aedes,AedesBifidistylus,Aedes boneti
Culicidae,Culicinae,Aedini,Aedes,AedesBifidistylus,Aedes lamborni
Culicidae,Culicinae,Aedini,Aedes,AedesBorichinda,Aedes cavernicola
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes alongi
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes brownscutuma
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes eldridgei
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes helenae
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes kleini
Culicidae,Culicinae,Aedini,Aedes,AedesBothaella,Aedes manhi
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes cancricomes
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes curtipes
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes indonesiae
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes kohkutensis
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes mamoedjoensis
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes masculinus
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes palawanicus
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes penghuensis
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes simplex
Culicidae,Culicinae,Aedini,Aedes,AedesCancraedes,Aedes thurmanae
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes adami
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes argenteopunctatus
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes bedfordi
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes chamboni
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes dialloi
Culicidae,Culicinae,Aedini,Aedes,AedesCatageiomyia,Aedes falabreguesi
