Record_ID,Presence-Absence,Shaded (Shaded/Semishaded/Unshaded),Saltwater (Yes/No),Habitat_1,Habitat_2,Habitat_3,Habitat_4,Habitat_5,Habitat_6,Habitat_7,Habitat_8,Habitat_9,Habitat_10,Habitat_11,Habitat_12,Habitat_13,Habitat_14,Habitat_15,Habitat_16,Habitat_17,Habitat_18,Habitat_19,Habitat_20,Habitat_21,Habitat_22,Habitat_23,Habitat_24,Habitat_25,Habitat_26,Habitat_27,Habitat_28,Habitat_29,Habitat_30,Habitat_31,Habitat_32,Habitat_33,Habitat_34,Habitat_35,Habitat_36,Habitat_37,Habitat_38,Habitat_39,Habitat_40,Habitat_41,Habitat_42,Habitat_43,Habitat_44,Habitat_45,Habitat_46,Habitat_47,Habitat_48,Habitat_49,Habitat_50,Notes
sp0000000146,Presence,,,terrestrial and epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000147,Presence,,,epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000148,Presence,,,epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000149,Presence,,,epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000150,Presence,,,epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000151,Presence,,,epiphytic bromeliads,Heliconia flower bracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000152,Presence,,,epiphytic bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000153,Presence,,,hillside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000154,Presence,,,large treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000155,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000159,Presence,,,ground pools,artificial containers,stream margins,ponds,springs,swamps,ditches,drains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000160,Presence,,,thermal pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000161,Presence,,,leaf axils of terrestrial and epiphytic broad-leaf astelias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000162,Presence,,,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larvae found in astelia axils possibly due to laboratory contamination
sp0000000163,Presence,,,backwaters of streams,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000164,Presence,,,pond margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000165,Presence,,,pond margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000166,Presence,,,treeholes,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000167,Presence,,,hypersaline rock pools,freshwater streams,artificial containers (horse trough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000168,Presence,,,saline rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000169,Presence,,,saline rock pools,saline ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000170,Presence,,,flood water ground pools,temporary pools,flooded stream margins,reservoirs,swamps,stream bed pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000171,Presence,,,ground pools,artificial containers (horse trough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000172,Presence,,,artificial containers (wood metal cement),drying stream beds,treeholes,astelia axils,rockholes,palm fronds,drains,swamps,waterholes,banana axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000173,Presence,,,treeholes,artificial containers,drying stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000174,Presence,,,dense vegetation,latrine,algal mats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000175,Presence,,,clumps of filamentous green algae,,edge of streams,edge of ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000176,Presence,,,dense mats of filamentous green algae,,stream margins,open swamps,dense vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000177,Presence,,,clumps of spirogyra,clear fresh water,mats of green algae,shaded sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000178,Presence,,,mats of filamentous green algae,open sunlit ground pools,margins of streams,stream bed pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000179,Presence,,,ground pools,rock pools,stream margins,artificial containers,treeholes,coconut shells,husks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000180,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000181,Presence,,,rotholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000182,Presence,,,treeholes,rockholes,artifical containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000183,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000184,Presence,,,treeholes,volcanic rock holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000185,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000186,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000187,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000188,Presence,,,treeholes,broken or cut bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000189,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000190,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000191,Presence,,,treeholes,bamboo internodes,fallen fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000192,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000193,Presence,,,treeholes,bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000195,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000196,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000197,Presence,,,treeholes,bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000198,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000199,Presence,,,treeholes,bamboo internodes,limestone rock holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000200,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000201,Presence,,,treeholes,cut bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000202,Presence,,,bamboo internodes,leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000203,Presence,,,treeholes,cut bamboo,fallen cacao pods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000204,Presence,,,treeholes,cut bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000205,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000206,Presence,,,treeholes,bamboo internodes,bromeliads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000207,Presence,,,treeholes,bamboo internodes,bromeliads,mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000208,Presence,,,treeholes,bamboo internodes,terrestrial and epiphytic bromeliads,,fallen fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000209,Presence,,,treeholes,mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000210,Presence,,,treeholes,mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000211,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000212,Presence,,,treeholes,bamboo,fallen fruits,terrestrial bromeliads,artificial containers,rockholes,groundpools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000213,Presence,,,mangrove treeholes,artificial containers,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000214,Presence,,,mangrove treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000215,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000216,Presence,,,rotholes,artificial containers,flooded cesspools,manure pits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000217,Presence,,,treeholes,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000218,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000219,Presence,,,treeholes,bamboo internodes,artificial containers,cesspools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000220,Presence,,,bamboo internodes,bromeliad leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000221,Presence,,,treeholes,bamboo stumps,cement containters,cesspools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000222,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000223,Presence,,,bromeliad leaf axils,spathes of heliconias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000224,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000225,Presence,,,bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000227,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000228,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000229,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000230,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000231,Presence,,,rotholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000232,Presence,,,bamboo internodes,fungus Polystictus xanthopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000232,Absence,,,bamboo stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000233,Presence,,,bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000234,Presence,,,treeholes,rootholes,logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000235,Presence,,,treeholes,bamboo stumps,artificial containers,rootholes,logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000236,Presence,,,treeholes,bamboo stumps,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000238,Presence,,,oak tree rotholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000239,Presence,,,volcanic rock,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000240,Presence,,,treeholes,artificial containers,bromeliad leaf axils,rock holes,ground pools,broken or cut bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000241,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000245,Presence,,,artificial containers,treeholes,broken or cut bamboo internodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000246,Presence,,,treeholes,bamboo traps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000249,Presence,,,deep temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000250,Presence,,,sinkholes with muddy water,floodpools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000251,Presence,,,spring pools,woodland pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000252,Presence,,,rock pools,snow-water pools,small pools (mountains),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000253,Presence,,,melting snow pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000254,Presence,,,melting snow pools,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000255,Presence,,,temporary pools,snow-water pools,brackish coastal marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000256,Presence,,,stream pools,floodpools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000257,Presence,,,temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000258,Presence,,,woodland pools,open bogs,marshes,shallow pools,ditches,semipermanent pools,Carex swamps,lake margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000259,Presence,,,temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000260,Presence,,,temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000262,Presence,,,spring pools,snow-water pools,rock pools,alpine pools,tundra bog pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000263,Presence,,,irrigation ditches,alkaline waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000264,Presence,,,melting snow pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000265,Presence,,,spring pools,excavations,vehicle tracks,moose tracks,depressions in bogs,oxbow lakes,deep ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000266,Presence,,,melting snow pools,overflow of mountain streams,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000267,Presence,,,inlet marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000268,Presence,,,melting snow pools,forest pools,cold shaded pools,open bogs,cold seepage pools,marshes,excavations,wheel tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000269,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000270,Presence,,,unshaded rock-crevice pools,large permanent pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000271,Presence,,,spring pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000272,Presence,,,temporary pools,marshes,muddy pools,stream beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000273,Presence,,,cattle tracks,small depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000274,Presence,,,salt marshes,brackish swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000275,Presence,,,melting snow pools,rain pools,marshes,roadside ditches,irrigated meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000276,Presence,,,diluted salt-marsh pools,ditches,puddles,pickleweed marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000277,Presence,,,floodwater pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000278,Presence,,,spring pools,snow pools,temporary pools (overflow of streams),woodland pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000279,Presence,,,salt marshes,freshwater pools,brackish swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000280,Presence,,,overflow pools,rain pools,temporary pools (limestone depressions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000281,Presence,,,flooded bases of sweet- and tupelo-gum trees,treeholes,root holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000282,Presence,,,temporary pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000283,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000284,Presence,,,spring pools,swamps,open bogs,melting snow pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000285,Presence,,,floodwater pools,swamps,woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000286,Presence,,,melting snow pools,frozen-edged pools,open shallow pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000287,Presence,,,rockholes along mountain streams,rain-filled rockholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000288,Presence,,,treeholes,woooden tubs,barrels,watering troughs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000289,Presence,,,treeholes (commonly oak trees),rot cavities,barrels,cemetery urns,tubs containing plant debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000290,Presence,,,rot cabities (commonly in willows),artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000291,Presence,,,rain-filled pools,floodwater pools,irrigation seepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000292,Presence,,,woodland pools,unshaded rain-filled pools,marshes,mountain stream margins,bogs,grass marshes,lake margins with vegetation,permanent pools,abandoned gold prospect holes,,snow pools,cottonwood flood swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000293,Presence,,,rain-filled pools,brackish cisterns,shallow open pools,mangrove swamps,seashore rockholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000294,Presence,,,ponds overgrown with hyacinths and cattails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000295,Presence,,,rain-filled pools,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000296,Presence,,,large shallow pools with vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000297,Presence,,,ground pools,wheel ruts,treeholes,rain barrels,irrigation seepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000298,Presence,,,ditches,grassy pools,marshes,wheel ruts,leaf axils,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000299,Presence,,,rain barrels,tubs,catch basins,faulty cesspools,ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000300,Presence,,,rain barrels,tubs,catch basins,cesspools,ditches,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000301,Presence,,,ditches,stream pools,woodland pools,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000302,Presence,,,ditches,grassy pools,ponds,rain barrels,bilge water in boats,cattle tracks,stump holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000303,Presence,,,sewage plants,street drains,polluted water in farms,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000304,Presence,,,ditches,irrigation systems,ground pools,marshes,stream bed pools,rain barrels,hoofprints,ornamental pools,water in corrals and slaughter yards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000305,Presence,,,leaf-filled rock pools,marshes,marshy ponds,dirty pool by the river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000306,Presence,,,rock pools,swamps,cement drains,rot cavities,coconut husks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000307,Presence,,,grassy permanent pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000308,Presence,,,deep isolated pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000309,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000310,Presence,,,grassy pond margins,grassy lake margins,grassy marshes,grassy stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000311,Presence,,,pond edges,aerial roots of black mangroves,mangrove swamps,stream edges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000312,Presence,,,man-made well,limestone solution holes,rockholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000313,Presence,,,crabholes,streams,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000314,Presence,,,stream pools,marshy pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000315,Presence,,,permanent and semipermanent pools,ditches,floodwater areas,grassy pools,streams,bilge water of boats,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000316,Presence,,,woodland pools,canyon streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000317,Presence,,,creek bed pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000318,Presence,,,partly sunlit stream pools with vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000319,Presence,,,pond margins with vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000320,Presence,,,permanent and semipermanent pools,streams,swamps,ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000321,Presence,,,crabholes,tidal marshes,tin cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000322,Presence,,,fiddler crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000323,Presence,,,foothill streamlets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000325,Presence,,,foothill streamlets,irrigation ditches,springs,stream beds,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000326,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000327,Presence,,,mountain pools,stream beds,stagnant pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000328,Presence,,,springs,stream beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
